"Nombre","Volumen","Unidad de medida","Referencia interna","D365 Reference","Box Qty","Pronosticado con pendiente"
"Plato postre Orgánico Stoneware negro (x36u)","0.045","Unidades","PB1VJL0052","141473901","36.0","1.0"
"Plato postre Roma azul profundo (x36u)","0.045","Unidades","PB1VJL0023","14133201","36.0","6.0"
"Plato postre Roma blanco (x36u)","0.045","Unidades","PB1VJL0017","61134","36.0","0.0"
"Plato postre Roma verde salvia (x36u)","0.045","Unidades","PB1VJL0020","330134","36.0","2.0"
"Podador de altura","0.0","Unidades","KU1PDA0002","PAM52","1.0","0.0"
"Porta bicicletas para auto","0.04224","Unidades","KT1APB0018","RSBI-0001","1.0","0.0"
"Porta vaso metálico con vidrio línea Loto (x24u)","0.040176","Unidades","GA1ACS0009","AFM0202","24.0","0.0"
"Portalámpara  plástico  E27 con rosca exterior - blanco (x200u)","0.03168","Unidades","ET1ADE0005","PORE27RBE","200.0","0.0"
"Portarrollo metálico Iguazú (x6u)","0.031584","Unidades","CL1ACB0006","I30-C10","6.0","0.0"
"Portarrollos de cocina 13 cm × 13,5 cm × 29,4 cm (x12u)","0.0396","Unidades","VN1ACO0039","COCI-PR01","12.0","0.0"
"Portarrollos metálico línea Loto (x24u)","0.063492","Unidades","GA1ACS0013","AFM0206","24.0","0.0"
"Power bank energy slim 20000 negro Foxbox (x5u)","0.002","Unidades","FB1BAT0001","7466","5.0","11.0"
"Precinto UV blanco 2,5 mm × 100 mm (x500u)","0.0496","Unidades","UD1PRC0019","PRE-UV25100B","500.0","0.0"
"Precinto UV blanco 3,6 mm × 150 mm (x250u)","0.0512","Unidades","UD1PRC0020","PRE-UV36150B","250.0","0.0"
"Precinto UV blanco 3,6 mm × 250 mm (x180u)","0.050592","Unidades","UD1PRC0021","PRE-UV36250B","180.0","0.0"
"Precinto UV blanco 4,8 mm × 200 mm (x150 u)","0.048","Unidades","BR1PRC0014","PRE-UV48200B","150.0","0.0"
"Precinto UV blanco 4,8 mm × 250 mm (x120u)","0.048","Unidades","BR1PRC0015","PRE-UV48250B","120.0","0.0"
"Precinto UV blanco 4,8 mm × 300 mm (x100 u)","0.0512","Unidades","UD1PRC0022","PRE-UV48300B","100.0","0.0"
"Precinto UV negro 2,5 mm × 100 mm (x500u)","0.04987125","Unidades","UD1PRC0013","PRE-UV25100N","500.0","0.0"
"Precinto UV negro 3,6 mm × 150 mm (x250 u)","0.0496","Unidades","UD1PRC0014","PRE-UV36150N","250.0","0.0"
"Precinto UV negro 3,6 mm × 250 mm (x180 u)","0.04987125","Unidades","UD1PRC0015","PRE-UV36250N","180.0","0.0"
"Precinto UV negro 4,8 mm × 200 mm (x150 u)","0.048","Unidades","BR1PRC0012","PRE-UV48200N","150.0","0.0"
"Precinto UV negro 4,8 mm × 250 mm (x120u)","0.048","Unidades","BR1PRC0013","PRE-UV48250N","120.0","0.0"
"Precinto UV negro 4,8 mm × 300 mm (x100 u)","0.050375","Unidades","UD1PRC0016","PRE-UV48300N","100.0","0.0"
"Precinto UV negro 4,8 mm × 350 mm (x80 u)","0.0512","Unidades","UD1PRC0017","PRE-UV48350N","80.0","0.0"
"Precinto UV negro 4,8 mm × 400 mm (x70 u)","0.0512","Unidades","UD1PRC0018","PRE-UV48400N","70.0","0.0"
"Precinto de acero inoxidable 7,9 mm × 680 mm (x20u)","0.030914","Unidades","BR1PRC0010","PMB-7968","20.0","0.0"
"Prensa A de carpintero 6"" (x120u)","0.04136","Unidades","BR1PRS0015","PTRA-6","120.0","3.0"
"Prensa A de carpintero 8"" (x96u)","0.0779805","Unidades","BR1PRS0016","PTRA-8","96.0","3.0"
"Prensa ajo (x24u)","0.010032","Unidades","VN1UTC0031","CUTI-PAAC","24.0","0.0"
"Prensa escuadra doble 90° (x10u)","0.04650075","Unidades","BR1PRS0014","ECD-9070","10.0","7.0"
"Prensa escuadra simple 90° (x10u)","0.040665625","Unidades","BR1PRS0013","ECS-9095","10.0","9.0"
"Prensa sargento F profesional PFI-P502 (x50u)","0.02586075","Unidades","BR1PRS0007","PFI-P502","50.0","0.0"
"Prensa sargento semiautomática 12"" (x36u)","0.06975","Unidades","BR1PRS0006","PFI-SA12","36.0","0.0"
"Prensa sargento semiautomática 6"" (x48u)","0.06601","Unidades","BR1PRS0005","PFI-SA06","48.0","0.0"
"Prensa tipo G hobbista 2"" (x72u)","0.01672","Unidades","BR1PRS0020","MPMI-HPG2","72.0","3.0"
"Prensa tipo G hobbista 3"" (x48u)","0.0173745","Unidades","BR1PRS0021","MPMI-HPG3","48.0","0.0"
"Prensa tipo G hobbista 4"" (x36u)","0.01848","Unidades","BR1PRS0022","MPMI-HPG4","36.0","1.0"
"Prensa tipo G hobbista 5"" (x24u)","0.017225","Unidades","BR1PRS0023","MPMI-HPG5","24.0","4.0"
"Prensa tipo G profesional 2"" (x72u)","0.01026","Unidades","BR1PRS0001","PMI-PPG2","72.0","0.0"
"Prensa tipo G profesional 3"" (x24 u)","0.010868","Unidades","BR1PRS0002","PMI-PPG3","24.0","0.0"
"Prensa tipo G profesional 4"" (x24 u)","0.016146","Unidades","BR1PRS0003","PMI-PPG4","24.0","0.0"
"Prensa tipo G profesional 5"" (x24 u)","0.02226","Unidades","BR1PRS0004","PMI-PPG5","24.0","0.0"
"Prensa tipo G profesional 6"" (x12u)","0.01395375","Unidades","BR1PRS0019","MPMI-PPG6","12.0","1.0"
"Programador de riego básico (x10u)","0.056133","Unidades","KU1ARG0019","DPRI-0001","20.0","0.0"
"Programador de riego digital (x10u)","0.0374","Unidades","KU1ARG0007","PR-01","10.0","0.0"
"Programador de riego digital 2 puertos (x10u)","0.053018875","Unidades","KU1ARG0008","PR-02","10.0","0.0"
"Prolongador múltiple 4 tomas + 2 USB (x40 u)","0.043659","Unidades","ET1PRL0003","PL4T2USB","40.0","0.0"
"Prolongador múltiple 5 tomas (x30 u)","0.031682625","Unidades","ET1PRL0002","PL5T","30.0","0.0"
"Prolongador múltiple enrollable 10 m (x5u)","0.031248","Unidades","IP1PRL0002","IP 10","5.0","0.0"
"Protector de tensión para riel din 40A voltaje configurable (x50u)","0.015456","Unidades","ET1PTE0003","GPTI-RD40","50.0","0.0"
"Protector digital de tensión 10 A (x50u)","0.054096","Unidades","ET1PTE0001","PT10ADE","50.0","0.0"
"Proyector Wi-Fi 5500 lúmenes (x3u)","0.021967625","Unidades","ET1PYO0001","PYWF5500","3.0","0.0"
"Puertas cabina de ducha cuadrada CABD-88SQ","0.163908","Unidades","GA1CDD0002-2","CABD-88SQ - 2/2","1.0","0.0"
"Puertas cabina de ducha curva CABD-88C","0.0","Unidades","GA1CDD0001-2","CABD-88C-2/2","1.0","1.0"
"Pulidora 1200 W plato 180 mm (x4u)","0.0825","Unidades","BR1PUL0002","DPEI-1812","4.0","17.0"
"Pulidora roto orbital 900 W plato 150 mm (x6u)","0.0556875","Unidades","BR1PUL0004","DPRI-1590","6.0","0.0"
"Pulverizador a presión de hombro 3 L (x6u)","0.0805125","Unidades","OO1PVZ0001","SX-3B","6.0","0.0"
"Pulverizador a presión de hombro 5 L (x6u)","0.0933945","Unidades","OO1PVZ0002","SX-5B","6.0","0.0"
"Pulverizador a presión de hombro 8 L (x6u)","0.1234525","Unidades","OO1PVZ0003","SX-CS8B","6.0","0.0"
"Pulverizador automático USB 2 litros (x20u)","0.18304","Unidades","KU1PVZ0014","DPUI-USB2","20.0","0.0"
"Pulverizador con carro 12 l y lanza de bronce (x2u)","0.135625","Unidades","KU1FMR0001","PFC12","2.0","3.0"
"Pulverizador de Hombro 3 l (x6u)","0.082992","Unidades","KU1PVZ0001","PHK 3","6.0","2.0"
"Pulverizador de Hombro 5 l (x6u)","0.102258","Unidades","KU1PVZ0002","PHK 5","6.0","0.0"
"Pulverizador de Hombro 8 l (x6u)","0.1300455","Unidades","KU1PVZ0003","PHK 8","6.0","2.0"
"Pulverizador de Mano 1.5 l (x15u)","0.0858","Unidades","KU1PVZ0004","PMK1,5L","15.0","1.0"
"Pulverizador de Mano 2 l (x15u)","0.1045975","Unidades","KU1PVZ0005","PMK2L","15.0","0.0"
"Pulverizador de Mochila 12 l","0.042126","Unidades","KU1PVZ0008","PMK 12","1.0","0.0"
"Pulverizador de Mochila 16 l","0.048321","Unidades","KU1PVZ0009","PMK 16","1.0","4.0"
"Pulverizador de Mochila 20 l","0.0551655","Unidades","KU1PVZ0010","PMK 20","1.0","0.0"
"Pulverizador de hombro a presión 8 L - DPPI-008L (x6u)","0.1359","Unidades","KU1PVZ0017","DPPI-008L","6.0","0.0"
"Pulverizador de mano 1,5 L transparente (x15u)","1e-06","Unidades","KU1PVZ0012","DPMI-15LT","15.0","0.0"
"Pulverizador de mano 2 L transparente (x15u)","1e-06","Unidades","KU1PVZ0013","DPMI-20LT","15.0","0.0"
"Pulverizador mochila 16 L - DPPI-M16L","0.0295","Unidades","KU1PVZ0019","DPPI-M16L","1.0","0.0"
"Pulverizador mochila 20 L - DPPI-M20L","0.0412","Unidades","KU1PVZ0020","DPPI-M20L","1.0","0.0"
"Punta hexagonal 250 mm × 17,5 mm (x5u)","0.0004375","Unidades","BS1CNM0010","991821","5.0","0.0"
"Punta hexagonal 300 mm × 17,5 mm (x5u)","0.000525","Unidades","BS1CNM0011","991822","5.0","0.0"
"Punta hexagonal 350 mm × 17,5 mm (x5u)","0.0006125","Unidades","BS1CNM0012","991823","5.0","0.0"
"Punta para vibrador de hormigón VH32","0.028029375","Unidades","BR1ACC0010","VH32","1.0","0.0"
"Punta para vibrador de hormigón VH38","0.0326625","Unidades","BR1ACC0011","VH38","1.0","0.0"
"Puntal telescópico 3,6 m P3.6M (x50u)","0.5331","Unidades","BR1PUN0007","P3.6M","50.0","0.0"
"Puntas Phillips para atornillador 25 mm (x200u)","0.0374325","Unidades","BR1ATR0004","PTK-PH25","200.0","0.0"
"Puntas Phillips para atornillador 50 mm (x200u)","0.0374325","Unidades","BR1ATR0005","PTK-PH50","200.0","1.0"
"Puntas Torx para atornillador (x120u)","0.029574","Unidades","BR1ATR0008","PTK-TX9P","120.0","5.0"
"Pérgola 3 m × 4 m color beige FPEI-001B","0.049815","Unidades","KU1PGL0005","FPEI-001B","1.0","0.0"
"Pérgola 3 m × 4 m color gris FPEI-001G","0.049815","Unidades","KU1PGL0006","FPEI-001G","1.0","0.0"
"Rack de acero con 12 frascos especieros (x9u)","0.0852845","Unidades","VN1ACO0008","CESI-12RA","9.0","15.0"
"Radiador calefacción por agua 8 elementos","0.03534","Unidades","GA1RAD0005","BRCI-RC8E","1.0","6.0"
"Rallador de acero con contenedor (x32u)","0.1125","Unidades","VN1UTC0010","CCN081","32.0","0.0"
"Rallador de vegetales (x12u)","0.08904","Unidades","VN1UTC0005","CCN053","12.0","0.0"
"Rallador de vegetales en juliana (x70u)","0.07735","Unidades","VN1UTC0007","CCN078","70.0","1.0"
"Rallador hexagonal de acero (x32u)","0.04945","Unidades","VN1UTC0011","CCN082","32.0","0.0"
"Rallador piramidal de acero (x32u)","0.0357","Unidades","VN1UTC0012","CCN083","32.0","0.0"
"Rallador rotativo (x50u)","0.0847","Unidades","VN1UTC0036","CUCI-RQTA","50.0","2.0"
"Rallador y rebanador de vegetales (x12u)","0.07448","Unidades","VN1UTC0006","CCN054","12.0","47.0"
"Rascador para gato ondulado (x18u)","0.1035","Unidades","VN1APM0023","CRGI-ONDU","18.0","0.0"
"Raspador de vidrio (x144u)","0.0821025","Unidades","BR1RPD0001","RAS-1018","144.0","10.0"
"Rasti autos & camiones 15 modelos (x12u)","0.061504","Unidades","RT1JGT0008","01-1079","12.0","0.0"
"Rasti bomberos 12 en 1 multimodelos (x5u)","0.073062","Unidades","RT1JGT0014","01-1126","5.0","0.0"
"Rasti bomberos 40 piezas doy pack (x10u)","0.0086592","Unidades","RT1JGT0010","01-1084","10.0","0.0"
"Rasti policía 40 piezas doy pack (x10u)","0.0086592","Unidades","RT1JGT0009","01-1083","10.0","0.0"
"Rasti policías 7 en 1 multimodelos (x12u)","0.0976745","Unidades","RT1JGT0013","01-1125","12.0","0.0"
"Rastrillo barre hojas metálico 22 dientes (x50u)","0.06804","Unidades","KU1ADJ0004","DRMI-022D","50.0","0.0"
"Rastrillo curvo liviano 12 dientes (x6u)","0.09","Unidades","TR1ADJ0008","77101624","6.0","7.0"
"Rastrillo curvo liviano 14 dientes (x6u)","0.126875","Unidades","TR1ADJ0002","77101644","6.0","14.0"
"Rastrillo curvo liviano 16 dientes (x6u)","0.145","Unidades","TR1ADJ0009","77101664","6.0","0.0"
"Receptáculo de ducha 80 cm × 80 cm","0.050443","Unidades","GA1ACB00142","BRDI-80X80","1.0","0.0"
"Receptáculo para receptáculo de ducha BRDI-150X80","0.26554","Unidades","GA1ACB00147-1","BRDI-150X80 1/2","1.0","0.0"
"Recoge piezas de 4 garras (x50u)","0.066994","Unidades","BR1RPZ0001","RPI-F4GM","50.0","1.0"
"Recoge piezas plano (x50u)","0.03072","Unidades","BR1RPZ0002","RPI-FSGM","50.0","0.0"
"Red de camuflaje liviana 3 x 5 beige (x6u)","0.106782","Unidades","KU1RCA0002","FRCI-3X5B","6.0","0.0"
"Redondeo","0.0","Unidades","Redondeo","","1.0","0.0"
"Reel frontal LIMAY-6000 (x20u)","0.052288","Unidades","KU1RLP0002","RFLIM-60","20.0","0.0"
"Reel frontal PARANA-8000 (x20u)","0.085176","Unidades","KU1RLP0004","RFPAR-80","20.0","0.0"
"Reel frontal URUGUAY-1000 (x20u)","0.032256","Unidades","KU1RLP0005","RFURU-10","20.0","3.0"
"Reel para baitcasting Merú-D (x20u)","0.02","Unidades","KU1RLP0009","RBMER-D01","20.0","15.0"
"Reel para baitcasting Merú-I (x20u)","0.02","Unidades","KU1RLP0008","RBMER-I01","20.0","25.0"
"Reel rotativo Bermejo-D (x10u)","0.03","Unidades","KU1RLP0011","RRBER-D01","10.0","58.0"
"Reflector LED 10 W - Luz cálida (x100u)","0.021","Unidades","ET1FRO0057","GRBI-10WC","100.0","1.0"
"Reflector LED 10 W - Luz fría (x100u)","0.021","Unidades","ET1FRO0061","GRBI-10WF","100.0","1.0"
"Reflector LED 10 W - cálida (x60 u)","0.026334","Unidades","ET1FRO0001","PRO10CE","60.0","12.0"
"Reflector LED 10 W - fría (x60 u)","0.025536","Unidades","ET1FRO0005","PRO10FE","60.0","85.0"
"Reflector LED 10 W con sensor - cálida (x24u)","0.0315315","Unidades","ET1FRO0047","PRO10CSC","24.0","0.0"
"Reflector LED 10 W con sensor - fría PRO10FSC (x24u)","0.0315315","Unidades","ET1FRO0048","PRO10FSC","24.0","0.0"
"Reflector LED 100 W - cálida (x10u)","0.032487","Unidades","ET1FRO0009","PRO100CE","10.0","13.0"
"Reflector LED 100 W - fría (x10u)","0.030345","Unidades","ET1FRO0010","PRO100FE","10.0","175.0"
"Reflector LED 100 W - luz fría (x20u)","0.025542","Unidades","ET1FRO0066","PRO100FSE","20.0","3.0"
"Reflector LED 100 W panel solar ext - frío (x5u)","0.05824","Unidades","ET1FRO0045","GRSI-10PF","5.0","0.0"
"Reflector LED 100 W panel solar exterior Luz Fría (x4u)","0.027972","Unidades","ET1FRO0054","GRSI-100F","4.0","0.0"
"Reflector LED 150 W - fría (x5u)","0.019794375","Unidades","ET1FRO0051","GPRI-150F","5.0","0.0"
"Reflector LED 150 W panel solar exterior Luz Fría (x4u)","0.036","Unidades","ET1FRO0055","GRSI-150F","4.0","0.0"
"Reflector LED 20 W - Luz cálida (x80u)","0.143336","Unidades","ET1FRO0058","GRBI-20WC","80.0","4.0"
"Reflector LED 20 W - Luz fría (x80u)","0.143336","Unidades","ET1FRO0062","GRBI-20WF","80.0","2.0"
"Reflector LED 20 W - cálida (x40 u)","0.025536","Unidades","ET1FRO0002","PRO20CE","40.0","9.0"
"Reflector LED 20 W - fría (x40u)","0.03","Unidades","ET1FRO0006","PRO20FE","40.0","116.0"
"Reflector LED 20 W con sensor - cálida PRO20CSC (x24u)","0.0315315","Unidades","ET1FRO0049","PRO20CSC","24.0","0.0"
"Reflector LED 20 W con sensor - fría PRO20FSC (x24u)","0.0315315","Unidades","ET1FRO0050","PRO20FSC","24.0","0.0"
"Reflector LED 200 W - cálida (x5u)","0.02760075","Unidades","ET1FRO0024","PRO200CE","5.0","18.0"
"Reflector LED 200 W - fría (x5u)","0.026158","Unidades","ET1FRO0025","PRO200FE","5.0","0.0"
"Reflector LED 200 W - luz fría (x10u)","0.028875","Unidades","ET1FRO0068","PRO200FSE","10.0","0.0"
"Reflector LED 200 W panel solar ext - frío (x5u)","0.05928","Unidades","ET1FRO0046","GRSI-20PF","5.0","7.0"
"Reflector LED 250 W - cálida (x5u)","0.048544","Unidades","ET1FRO0035","GPRI-250C","5.0","14.0"
"Reflector LED 250 W - fría (x5u)","0.047304","Unidades","ET1FRO0036","GPRI-250F","5.0","2.0"
"Reflector LED 30 W - Luz cálida (x50u)","0.0191565","Unidades","ET1FRO0059","GRBI-30WC","50.0","2.0"
"Reflector LED 30 W - Luz fría (x50u)","0.0191565","Unidades","ET1FRO0063","GRBI-30WF","50.0","2.0"
"Reflector LED 30 W - cálida (x40 u)","0.03648","Unidades","ET1FRO0003","PRO30CE","40.0","16.0"
"Reflector LED 30 W - fría (x40u)","0.04","Unidades","ET1FRO0007","PRO30FE","40.0","105.0"
"Reflector LED 30 W RGB (x20 u)","0.0215645","Unidades","ET1FRO0039","GPRI-3RGB","20.0","42.0"
"Reflector LED 30 W panel solar ext - frío (x10u)","0.0628425","Unidades","ET1FRO0043","GRSI-03PF","10.0","13.0"
"Reflector LED 300 W - cálida (x2 u)","0.025245","Unidades","ET1FRO0037","GPRI-300C","2.0","10.0"
"Reflector LED 300 W - fría (x2u)","0.0260865","Unidades","ET1FRO0038","GPRI-300F","2.0","53.0"
"Reflector LED 300 W - luz fría (x8u)","0.034221","Unidades","ET1FRO0070","PRO300FSE","8.0","3.0"
"Reflector LED 50 W - Luz cálida (x30u)","0.38525","Unidades","ET1FRO0060","GRBI-50WC","30.0","10.0"
"Reflector LED 50 W - Luz fría (x30u)","0.38525","Unidades","ET1FRO0064","GRBI-50WF","30.0","5.0"
"Reflector LED 50 W - cálida (x20 u)","0.028728","Unidades","ET1FRO0004","PRO50CE","20.0","34.0"
"Reflector LED 50 W - fría (x20 u)","0.021896","Unidades","ET1FRO0008","PRO50FE","20.0","154.0"
"Reflector LED 50 W RGB (x20u)","0.03","Unidades","ET1FRO0040","GPRI-5RGB","20.0","37.0"
"Reflector LED 50 W panel solar exterior Luz Fría (x4u)","0.027972","Unidades","ET1FRO0053","GRSI-50LF","4.0","0.0"
"Reflector LED 60 W panel solar ext - frío (x10u)","0.0870975","Unidades","ET1FRO0044","GRSI-06PF","10.0","0.0"
"Reflector LED 70 W - cálida (x12u)","0.02376","Unidades","ET1LAM00175","PRO70CE","12.0","6.0"
"Reflector LED 70 W - fría (x12 u)","0.02376","Unidades","ET1LAM00176","PRO70FE","12.0","49.0"
"Reflector LED recargable 30W (x10u)","0.0512","Unidades","BR1FRO0041","GRRI-30LF","10.0","0.0"
"Reflector LED recargable 50W (x10u)","0.064152","Unidades","BR1FRO0042","GRRI-50LF","10.0","0.0"
"Reflector estaca solar LED (x24u)","0.08","Unidades","ET1LAM00147","ESLE004","24.0","42.0"
"Reflector farol solar para exterior (x10u)","0.0312","Unidades","ET1FRO0041","GRSI-38NE","10.0","0.0"
"Reflector farol solar para exterior (x24u)","0.01936","Unidades","ET1FRO0042","GRSI-24NE","24.0","6.0"
"Reflector luz portátil con carga solar y USB (x30u)","0.0608","Unidades","ET1FRO0071","GRPI-CSU1","30.0","11.0"
"Reflector solar para exterior (x8u)","0.066994","Unidades","ET1FRO0052","GRSI-S24L","8.0","0.0"
"Reflector solar para exteriores (x4 u)","0.032085","Unidades","ET1FRO0012","RSE0100","4.0","0.0"
"Refugio playero autoarmable Cariló (x6u)","0.124416","Unidades","VN1CPA0001","FRPI-CA4P","6.0","24.0"
"Regalos","0.0","Unidades","GIFT","","1.0","0.0"
"Regla de magnesio para fratacho","0.01519","Unidades","BR1FRA0003","RFM","1.0","0.0"
"Regla vibratoria","0.1512225","Unidades","BR1FRA0004","BRB","1.0","3.0"
"Regla vibratoria por módulo de 6 m","0.0","Unidades","BR1ACC0017","BRVM6","1.0","2.0"
"Regulador de presión de agua automático 3 en 1 (x12u)","0.0608","Unidades","KU1MDP0007","CDP-1011B","12.0","12.0"
"Reja de ventilación 15 cm  × 15 cm Aprobada (x50u)","0.001125","Unidades","CL1RJL0001","C471","50.0","0.0"
"Reja de ventilación 15 cm  × 30 cm Aprobada (x50u)","0.00225","Unidades","CL1RJL0003","C475","50.0","0.0"
"Reja de ventilación 20 cm  × 20 cm Aprobada (x50u)","0.002","Unidades","CL1RJL0002","C472","50.0","0.0"
"Rejilla para desagüe 10 cm × 10 cm (x80u)","0.028336","Unidades","GA1RJL0002","RD-10X10","80.0","0.0"
"Rejilla para desagüe 15 cm × 15 cm (x40u)","0.041382","Unidades","GA1RJL0003","RD-15X15","40.0","0.0"
"Rejilla para desagüe 20 cm × 20 cm (x20u)","0.037582","Unidades","GA1RJL0004","RD-20X20","20.0","0.0"
"Rejilla para desagüe 8 cm × 8 cm (x80u)","0.0187245","Unidades","GA1RJL0001","RD-8X8","80.0","0.0"
"Rejilla tapa click clack para desagüe 10 cm × 10 cm (x40u)","0.029808","Unidades","GA1RJL0007","RTDCC-10X10","40.0","0.0"
"Rejilla y tapa para desagüe 15 cm × 15 cm (x40u)","0.03417","Unidades","GA1RJL0005","RTD-15X15","40.0","0.0"
"Rejilla y tapa para desagüe 20 cm × 20 cm (x20u)","0.030659","Unidades","GA1RJL0006","RTD-20X20","20.0","2.0"
"Reloj 35 cm CRDI-35SN (x10u)","0.077976","Unidades","VN1RLJ0011","CRDI-35SN","10.0","0.0"
"Reloj despertador (x30u)","0.0214245","Unidades","ET1RLJ0001","RLJDTR","30.0","0.0"
"Reloj plata 30 cm (x10u)","0.0620755","Unidades","VN1RLJ0006","ORG082","10.0","0.0"
"Reloj rojo 20 cm (x20u)","0.051557","Unidades","VN1RLJ0002","ORG078","20.0","0.0"
"Relé térmico para contactor 5,5-8 A (x50u)","0.0226625","Unidades","ET1COR0004","RTC-008A","50.0","4.0"
"Relé térmico para contactor 7-10 A (x50u)","0.0226625","Unidades","ET1COR0005","RTC-010A","50.0","4.0"
"Remachadora con cabezal giratorio (x24u)","0.0322245","Unidades","BR1REM0003","RMI-C360","24.0","0.0"
"Remachadora manual (x40u)","0.05325","Unidades","BR1REM0002","RMI-AC4B","40.0","0.0"
"Remachadora neumática (x10u)","0.053475","Unidades","BR1REM0001","BRNH14","10.0","0.0"
"Repetidor Wi-Fi (x25u)","0.0407","Unidades","ET1RTI0001","RTWIFI24","25.0","0.0"
"Reposera Gravitacional zero (x2 u)","0.141174","Unidades","VN1RPS0001","FRPI-GNEG","2.0","0.0"
"Reposera de aluminio FRRI-0002","0.6048","Unidades","VN1RPS0005","FRRI-0002","1.0","0.0"
"Reposera plegable Glider (x3u)","0.84348","Unidades","VN1RPS0002","FRPI-GGRI","3.0","0.0"
"Reposera plegable Moon (x4 u)","0.18711","Unidades","VN1RPS0003","FRMI-AMGR","4.0","0.0"
"Reposera plástica FRRI-0001","0.1098846","Unidades","VN1RPS0004","FRRI-0001","1.0","0.0"
"Resma de papel A4 Pampa (x10u)","0.06","Unidades","PM1CNM0003","97101","10.0","0.0"
"Revestimiento de pared WPC exterior caoba (x135u)","3.504","Unidades","GA1REV0026","BRWI-RWEC","135.0","0.0"
"Riel de 1 metro para Spot GU10 color blanco (x20u)","0.014083125","Unidades","ET1ADE0021","GSRI-BL1M","20.0","0.0"
"Riel de 2 metros para Spot GU10 color blanco (x20u)","0.1523515","Unidades","ET1ADE0022","GSRI-BL2M","20.0","0.0"
"Riñonera deportiva para celular D1 (x100u)","0.05544","Unidades","ME1ACC0005","ERDI-FCD1","100.0","6.0"
"Robot de cocina EasyCook","0.0896","Unidades","VN1RBC0001","CELI-ROCO","1.0","94.0"
"Rodamiento métrico a bolas 6201-2RS (x600u)","0.0098325","Unidades","CU1ROD0004","6201-2RS","600.0","0.0"
"Rodamiento métrico a bolas 6201-2RS.C3 (x600u)","0.010051","Unidades","CU1ROD0005","6201-2RS.C3","600.0","1.0"
"Rodamiento métrico a bolas 6202-2RS (00u)","0.00892775","Unidades","CU1ROD0007","6202-2RS","400.0","0.0"
"Rodamiento métrico a bolas 6202-2RS.C3 (00u)","0.00892775","Unidades","CU1ROD0008","6202-2RS.C3","400.0","1.0"
"Rodamiento métrico a bolas 6203-2RS (x300u)","0.009499","Unidades","CU1ROD0009","6203-2RS","300.0","1.0"
"Rodamiento métrico a bolas 6203-2RS.C3 (x300u)","0.009499","Unidades","CU1ROD0010","6203-2RS.C3","300.0","2.0"
"Rodamiento métrico a bolas 6204-2RS (x200u)","0.010032","Unidades","CU1ROD0015","6204-2RS","200.0","0.0"
"Rodamiento métrico a bolas 6204-2RS.C3 (x200u)","0.009632","Unidades","CU1ROD0016","6204-2RS.C3","200.0","2.0"
"Rodamiento métrico a bolas 6204-2RS.EMQ (x200u)","0.009804","Unidades","CU1ROD0014","6204-2RS.EMQ","200.0","1.0"
"Rodamiento métrico a bolas 6205-2RS.C3 (x200u)","0.011826375","Unidades","CU1ROD0018","6205-2RS.C3","200.0","2.0"
"Rodamiento métrico a bolas 6206-2RS.C3 (x120u)","0.010962","Unidades","CU1ROD0020","6206-2RS.C3","120.0","0.0"
"Rodamiento métrico a bolas 6302-2RS (x300u)","0.010005","Unidades","CU1ROD0023","6302-2RS","300.0","1.0"
"Rodillo 50 simil lana 22 cm marfil (x25u)","0.069372","Unidades","KU1ROD0012","MAPI-RSM5","25.0","0.0"
"Rodillo FOAM azul (x10u)","0.07021","Unidades","ME1RFO0003","RODF-AZUL","10.0","0.0"
"Rodillo de microfibra recargable (x10u)","0.088209","Unidades","UD1ROD0001","SROLLERU1","10.0","0.0"
"Rodillo premium lana 9"" (x36u)","0.052036875","Unidades","UD1ROD0004","R9080","36.0","0.0"
"Rodillo profesional 9"" (x36u)","0.0532224","Unidades","UD1ROD0005","R9090","36.0","0.0"
"Rodillo símil lana 9"" (x36u)","0.052036875","Unidades","UD1ROD0002","R9060","36.0","0.0"
"Rodillo símil lana pelo largo 22 cm (x30u)","0.069372","Unidades","KU1ROD0001","API-RS22","30.0","0.0"
"Roedora de metal de doble boca (x20u)","0.0296205","Unidades","BR1ACC0025","DROI-25MM","20.0","1.0"
"Roller blanco L (x6u)","0.133","Unidades","KT1RLL0003","ROLL001B-L","6.0","0.0"
"Roller blanco M (x6u)","0.11385495","Unidades","KT1RLL0002","ROLL001B-M","6.0","0.0"
"Roller de traslado 15 t ","0.01612","Unidades","KU1RLL0016","DRTI-A15T","1.0","0.0"
"Roller negro L (x6u)","0.13566","Unidades","KT1RLL0006","ROLL001N-L","6.0","0.0"
"Roller negro M (x6u)","0.1155","Unidades","KT1RLL0005","ROLL001N-M","6.0","0.0"
"Roller negro S (x6u)","0.102672","Unidades","KT1RLL0004","ROLL001N-S","6.0","1.0"
"Rollo caño cobre 1/2 × 15 m (x10u)","0.0375","Unidades","KU1ADC0003","DCCI-C012","10.0","1.0"
"Rollo caño cobre 1/4 × 15 m (x20u)","0.0375","Unidades","KU1ADC0001","DCCI-C014","20.0","1.0"
"Rollo caño cobre 3/4 × 15 m (x4u)","0.0615","Unidades","KU1ADC0006","DCCI-C034","4.0","8.0"
"Rollo caño cobre 3/8 × 15 m (x14u)","0.0375","Unidades","KU1ADC0002","DCCI-C038","14.0","0.0"
"Rollo caño cobre 5/16 × 15 m (x8u)","0.0317","Unidades","KU1ADC0004","DCCI-C516","8.0","2.0"
